SampleLabel,Time,7Li,26Mg,27Al,29Si,31P,43Ca,45Sc,48Ti,51V,52Cr,55Mn,57Fe,59Co,60Ni,63Cu,66Zn,88Sr,89Y,90Zr
GCB Scoria ol6,126697,400.006,15526545,34942.682,1961626.7,2500.219,900.028,4300.647,4900.841,3300.381,50589.417,1397038,1812298.1,147154.02,674244.37,1000.035,11404.55,200.001,0,0
GCB Scoria ol6,127087,700.017,16197045,35143.173,2093757.6,2600.237,800.022,5200.947,4600.741,1400.069,49284.869,1397038,1925467.3,156553.14,697523.02,700.017,7802.13,0,0,100
GCB Scoria ol6,127476,1100.042,14856045,33639.56,2009552.7,2000.14,800.022,5801.178,2400.202,2500.219,46074.179,1397038,1843089.4,162822.63,683362.67,2000.14,8902.773,700.017,200.001,500.009
GCB Scoria ol6,127866,700.017,15526545,33338.856,2086847.5,1400.069,1300.059,4300.647,5401.021,2000.14,47378.435,1230289.4,1764762.4,139275.63,679274.45,1700.101,9102.899,100,0,300.003
GCB Scoria ol6,128256,1300.059,14409045,31935.656,1937891,2000.14,1800.113,4600.741,4600.741,2500.219,47077.442,1397038,1869061.3,160092.03,692801.38,600.013,9403.094,300.003,0,100
GCB Scoria ol6,128646,1300.059,14632545,32436.783,1968594.6,2600.237,1100.042,6201.346,3600.454,2800.274,46274.826,1229854.2,1809018.9,149477.96,689759.35,1600.09,9403.094,100,0,0
GCB Scoria ol6,128997,700.017,14856045,32737.468,1963682.5,2200.169,1700.101,5200.947,3900.532,2400.202,48582.469,1397038,1833233.9,148568.55,668063.92,1000.035,10804.084,300.003,0,0
GCB Scoria ol6,129386,1000.035,14856045,32136.105,1974079.8,1900.126,800.022,3900.532,6801.619,1800.113,51693.358,1397038,1776717,148063.34,657699.22,2100.154,10103.572,0,0,0
GCB Scoria ol6,129776,400.006,15079545,34240.986,2144008,1600.09,500.009,3400.405,4800.806,1400.069,55407.241,1307080.2,1843882.6,161406.7,692906.29,900.028,10804.084,0,200.001,100
GCB Scoria ol6,130166,1000.035,15303045,31835.433,2058089.2,2500.219,2300.185,4000.56,6101.303,1300.059,44770.043,1221044.5,1802462.6,147255.05,664608.21,1700.101,10403.787,0,0,0
GCB Scoria ol6,130556,600.013,14856045,34842.438,2012875.4,3100.336,1200.05,3700.479,3400.405,3500.429,48682.809,1259148.7,1881693,151499.08,657699.22,400.006,8602.589,0,100,100
GCB Scoria ol6,130946,800.022,15079545,31133.889,2038220,2000.14,400.006,3600.454,5601.098,2400.202,46375.151,1397038,1906452.4,148972.72,714743.68,900.028,10003.501,100,0,0
GCB Scoria ol6,131296,1500.079,14409045,31334.327,1912370.7,1800.113,1400.069,6701.572,4600.741,1900.126,48482.129,1327434.8,1879848.7,163935.25,720733.65,900.028,8702.65,0,0,100
GCB Scoria ol6,131686,1300.059,15303045,34541.709,2144008,2000.14,800.022,3200.358,3900.532,2800.274,47278.103,1296257.6,1875987.1,150387.43,679903.33,1100.042,10904.16,0,200.001,0
GCB Scoria ol6,132076,600.013,14409045,31835.433,1856580.2,2500.219,1100.042,4100.588,3900.532,3800.506,48783.151,1177941.2,1742569.9,148669.59,665760.02,1100.042,10503.86,0,0,0
GCB Scoria ol6,132465,500.009,14632545,36546.688,2022847.7,1800.113,1600.09,4700.773,3900.532,2500.219,47077.442,1275072.4,1876782,137155.26,687347.16,2600.237,9102.899,400.006,0,0
GCB Scoria ol6,132855,1200.05,14856045,27125.729,1959342.8,3100.336,1000.035,5100.911,5501.059,1200.05,51191.556,1263836.8,1795118.4,151398.02,682209.47,1900.126,9002.836,100,100,0
GCB Scoria ol6,133245,1100.042,15079545,31835.433,2144008,1800.113,700.017,3900.532,3900.532,1600.09,46876.784,1397038,1863954.1,156350.94,670472.94,800.022,12005.042,100,0,0
GCB Scoria ol6,133635,700.017,14409045,33138.391,1862592.5,2300.185,1000.035,5100.911,4700.773,2100.154,52295.544,1244113.1,1714116.4,149174.81,649538.26,400.006,10103.572,200.001,0,0
GCB Scoria ol6,133986,1100.042,15303045,36446.433,2058204.1,2000.14,1300.059,5000.875,4700.773,2200.169,48983.836,1397038,1871445.2,151600.15,699622.02,1500.079,8702.65,0,0,0
GCB Scoria ol6,134375,800.022,15303045,32737.468,1985170.6,2200.169,1000.035,2900.294,4000.56,1800.113,50790.127,1240411,1789358.5,147760.23,682733.64,600.013,9503.16,0,0,0
GCB Scoria ol6,134765,600.013,14409045,33338.856,1955917.6,2500.219,1100.042,4800.806,4400.678,2200.169,51291.915,1397038,1833913.4,155845.46,695634.18,800.022,11504.631,0,0,0
GCB Scoria ol6,135155,900.028,14856045,29831.114,1968023.4,2000.14,1400.069,3100.336,5200.947,2200.169,52094.813,1239540.1,1769723.6,150791.66,702981.04,2000.14,10603.934,600.013,200.001,200.001
GCB Scoria ol6,135545,1200.05,14632545,30031.533,2144008,2100.154,1400.069,2000.14,5000.875,2600.237,47177.773,1397038,1781794.9,154025.89,687661.77,1500.079,8602.589,400.006,100,0
GCB Scoria ol6,135935,800.022,14409045,30432.38,1899171.6,2200.169,1700.101,5300.983,3300.381,3400.405,43766.942,1306642.8,1781794.9,148770.63,694794.78,1800.113,10704.009,0,0,0
GCB Scoria ol6,136325,400.006,15303045,33138.391,1985742.5,2100.154,900.028,4300.647,4900.841,2300.185,46475.476,1397038,1835385.7,144729.44,670368.19,1100.042,11404.55,400.006,200.001,100
GCB Scoria ol6,136675,1000.035,14632545,31735.21,1911118.5,2800.274,900.028,5100.911,4800.806,2700.255,50188.005,1208437.2,1729967.3,144628.42,641277.32,800.022,11104.314,0,0,400.006
GCB Scoria ol6,137065,600.013,15079545,30231.955,2074187.2,1600.09,1100.042,3800.506,4700.773,1200.05,44970.671,1397038,1823045.3,149579.01,678331.18,1400.069,10203.643,100,0,0
GCB Scoria ol6,137454,500.009,14409045,34240.986,1926834.5,1400.069,600.013,5100.911,4900.841,2500.219,48482.129,1257186.6,1770513,143719.32,676968.78,1300.059,11604.712,0,0,300.003
GCB Scoria ol6,137844,800.022,14856045,34240.986,2032482.2,1800.113,600.013,5100.911,4100.588,2300.185,45070.987,1286425.6,1817161.7,148972.72,713167.77,1700.101,10403.787,400.006,100,300.003
GCB Scoria ol6,138234,1300.059,15079545,33639.56,1947472.1,2300.185,1200.05,6101.303,3900.532,2800.274,46274.826,1397038,1777281.1,160698.79,687137.42,700.017,11004.237,300.003,200.001,0
GCB Scoria ol6,138624,1600.09,14632545,34742.194,1977051.8,1400.069,1200.05,4800.806,5300.983,2200.169,48783.151,1240519.9,1841956.2,141800.28,678435.98,1200.05,14106.962,100,200.001,300.003
GCB Scoria ol6,139014,800.022,14409045,37348.759,1932988.7,1500.079,900.028,6301.39,3900.532,2800.274,43265.417,1397038,1806983.9,151398.02,672568.06,1300.059,10103.572,500.009,0,0
GCB Scoria ol6,139364,800.022,14632545,32737.468,1933900.6,1900.126,1400.069,3700.479,4900.841,2400.202,43365.721,1255224.9,1859415.9,153419.41,673406.19,1300.059,10103.572,0,0,500.009
GCB Scoria ol6,139754,1000.035,15079545,32937.928,1979567,2700.255,2300.185,4900.841,6401.434,2900.294,45873.535,1260456.8,1881693,148366.46,688395.89,1400.069,11004.237,0,0,0
GCB Scoria ol6,140144,800.022,14856045,30632.808,2144008,2200.169,1100.042,4900.841,5200.947,1700.101,49184.524,1285115.2,1887915.9,150993.77,704345.86,1300.059,10203.643,100,100,0
GCB Scoria ol6,140534,700.017,15079545,33840.033,1979224,2900.294,1400.069,3100.336,6101.303,3200.358,43064.813,1397038,1746622.9,145537.58,682523.97,1400.069,11604.712,300.003,200.001,0
GCB Scoria ol6,140924,900.028,15526545,31534.767,2103091.1,1800.113,800.022,6101.303,2400.202,1400.069,53198.87,1273981.2,1827686,144325.38,693430.84,1600.09,9903.432,0,200.001,0
GCB Scoria ol6,141314,800.022,14409045,35243.42,1877236.3,2200.169,600.013,4600.741,4300.647,1600.09,45472.255,1249668,1757211.1,142709.27,675187.38,900.028,10003.501,400.006,0,0
GCB Scoria ol6,141663,800.022,15079545,34842.438,1993637,2400.202,500.009,4400.678,4100.588,2100.154,45773.214,1262092.2,1870196.5,148265.42,675501.73,800.022,8102.297,0,0,200.001
GCB Scoria ol6,142054,700.017,14409045,34240.986,1936864.8,1600.09,1100.042,3500.429,4400.678,2300.185,49284.869,1225176.8,1805175.2,143719.32,654978.39,1500.079,9703.294,200.001,0,0
GCB Scoria ol6,142443,1400.069,14409045,35844.914,1953292.1,1300.059,1400.069,4100.588,4800.806,1900.126,50790.127,1243568.6,1862025.2,148871.68,668482.86,1400.069,10003.501,0,0,100
GCB Scoria ol6,142833,800.022,14185545,30733.023,1837084.7,1800.113,1500.079,4800.806,4000.56,1400.069,45472.255,1282494.7,1729067.5,139578.56,702666.09,600.013,8902.773,0,300.003,0
GCB Scoria ol6,143223,900.028,15079545,34641.951,1963454,2400.202,500.009,2000.14,4100.588,1700.101,48783.151,1397038,1876668.5,148568.55,642636.39,1800.113,10403.787,0,200.001,0
GCB Scoria ol6,143613,700.017,14185545,32937.928,1883370.5,2000.14,700.017,4100.588,4200.618,2800.274,44268.483,1281402.9,1760028.3,141800.28,650793.5,1200.05,10603.934,400.006,0,0
GCB Scoria ol6,144003,1000.035,15526545,36546.688,1991119.4,2000.14,1100.042,4100.588,5501.059,1500.079,48682.809,1208328.5,1831648.6,144628.42,667645.01,1000.035,11504.631,200.001,0,200.001
GCB Scoria ol6,144353,500.009,13738545,31634.988,1967109.4,1400.069,1500.079,3500.429,5300.983,2800.274,48883.493,1275181.5,1792859.4,150791.66,717580.73,900.028,8202.354,200.001,0,0
GCB Scoria ol6,144743,1500.079,14632545,33238.623,1931392.9,2400.202,1100.042,5401.021,5300.983,2500.219,49184.524,1223545.5,1776378.5,144527.41,708126.03,900.028,9603.227,200.001,0,0
GCB Scoria ol6,145133,400.006,14409045,35243.42,1899854,1600.09,2000.14,4100.588,3200.358,1300.059,43265.417,1226699.5,1881693,143618.31,691018.05,1800.113,9503.16,400.006,100,0
GCB Scoria ol6,145523,700.017,14856045,34641.951,1983226.3,3100.336,700.017,3800.506,5100.911,3100.336,50489.063,1397038,1821121.6,150791.66,673406.19,1700.101,11804.875,0,0,0
GCB Scoria ol6,145913,1300.059,14856045,29029.465,1941996.4,1700.101,2300.185,4900.841,5701.137,1800.113,49886.953,1397038,1782020.7,146446.81,675187.38,1400.069,8802.711,200.001,0,200.001
GCB Scoria ol6,146303,1200.05,14856045,32236.33,1918405.1,2300.185,1300.059,4400.678,4500.709,600.013,49886.953,1397038,1886324.8,155946.56,675292.16,1500.079,8902.773,300.003,0,0
GCB Scoria ol6,146692,700.017,13962045,32737.468,1916355.4,3000.315,1700.101,4000.56,4200.618,2100.154,43466.025,1273544.7,1774235.1,135539.95,681370.83,1700.101,7201.815,100,0,0
GCB Scoria ol6,147043,700.017,14409045,33238.623,1907704.2,1800.113,1900.126,5300.983,6301.39,2500.219,45672.894,1397038,1892690,157968.59,700356.74,1500.079,11204.392,100,0,0
GCB Scoria ol6,147433,1000.035,14185545,32236.33,1884052.2,2400.202,1200.05,4800.806,5200.947,2400.202,42864.211,1237580.6,1763635.1,142810.27,679169.64,700.017,8402.47,100,100,100
GCB Scoria ol6,147822,600.013,14632545,29330.078,1982654.4,2000.14,1300.059,5901.219,5000.875,2200.169,47980.439,1397038,1898716.6,151296.96,690388.69,1600.09,11704.793,500.009,0,0
GCB Scoria ol6,148212,1600.09,14185545,31434.547,1883711.3,2300.185,600.013,4000.56,4200.618,2400.202,42463.015,1397038,1720522.2,143618.31,657489.91,1600.09,8402.47,100,100,200.001
GCB Scoria ol6,148602,700.017,14185545,28428.258,1768483.1,2400.202,1000.035,4000.56,4400.678,2300.185,49886.953,1228331.2,1761155.3,146749.89,652571.93,1500.079,9202.963,0,0,0
GCB Scoria ol6,148992,900.028,14409045,28428.258,1936522.7,2000.14,1500.079,3500.429,3900.532,2100.154,51693.358,1207568.1,1684707,139073.67,621115.16,1100.042,8102.297,500.009,100,100
GCB Scoria ol6,149382,400.006,14409045,31735.21,1905997.3,2800.274,900.028,5401.021,5000.875,1900.126,44970.671,1397038,1754169,148265.42,695004.62,1600.09,10503.86,0,0,300.003
GCB Scoria ol6,149732,1000.035,14409045,32236.33,1925239.4,4200.618,600.013,4800.806,4900.841,2000.14,47679.434,1238016,1719735.4,146042.7,657071.29,1200.05,10203.643,300.003,0,100
GCB Scoria ol6,150122,700.017,14409045,32837.698,1908045.6,1100.042,1100.042,4700.773,5501.059,1500.079,48281.451,1249450.1,1805401.3,143517.3,695424.33,200.001,12005.042,100,100,200.001
GCB Scoria ol6,150512,1100.042,14632545,35343.667,1946673.4,2000.14,800.022,4800.806,4500.709,1800.113,44770.043,1397038,1850796.9,145335.54,683991.73,900.028,11704.793,0,0,100
GCB Scoria ol6,150902,1200.05,14185545,32436.783,1863046.4,2100.154,1100.042,3700.479,6001.26,2500.219,46174.503,1196708.9,1728955,146547.83,619549.31,1000.035,10904.16,0,0,0
GCB Scoria ol6,151292,1300.059,13962045,28829.06,1935952.7,3400.405,300.003,5000.875,5901.219,2500.219,44870.357,1397038,1835272.5,139275.63,698572.48,900.028,12005.042,300.003,0,200.001
GCB Scoria ol6,151682,900.028,14856045,35945.165,2010583.8,1700.101,1300.059,5200.947,4300.647,2100.154,45973.857,1183796.8,1725019.1,162114.65,643159.15,700.017,7201.815,400.006,0,100
GCB Scoria ol6,152071,700.017,13738545,31534.767,1890416.4,1600.09,1000.035,3700.479,6801.619,2400.202,48983.836,1272344.5,1826780.4,146042.7,702876.05,800.022,11704.793,400.006,0,100
GCB Scoria ol6,152422,1200.05,15079545,36245.924,1986428.8,1400.069,1100.042,4300.647,4000.56,2400.202,49284.869,1397038,1851477.2,154531.3,713377.89,1200.05,10103.572,200.001,100,100
GCB Scoria ol6,152812,600.013,13962045,32336.556,1906566.2,1000.035,600.013,6801.619,3900.532,2600.237,51894.084,1282167.2,1785068.3,148770.63,689969.13,2200.169,10303.714,100,0,0
GCB Scoria ol6,153201,1400.069,14409045,33539.325,1985971.3,2200.169,900.028,4100.588,5501.059,3200.358,49385.214,1237580.6,1818632.4,140285.43,641277.32,1700.101,9403.094,100,100,0
GCB Scoria ol6,153591,1000.035,13738545,28728.858,1884620.3,2500.219,1600.09,2800.274,3400.405,2300.185,43165.115,1397038,1794553.6,158069.7,706025.81,1100.042,10003.501,400.006,0,200.001
GCB Scoria ol6,153981,400.006,15303045,32035.88,2144008,2200.169,800.022,4100.588,3000.315,1600.09,48983.836,1340691.1,1969737.2,165250.27,696473.63,1400.069,9903.432,100,0,100
GCB Scoria ol6,154371,600.013,14856045,36747.202,1943251.1,2000.14,800.022,2800.274,3700.479,2800.274,44770.043,1397038,1837990.9,138568.8,693955.42,700.017,11104.314,100,0,0
GCB Scoria ol6,154761,1600.09,14185545,30733.023,1844789.2,1400.069,800.022,4000.56,4500.709,2300.185,44870.357,1220827.1,1848756.3,135640.9,658327.17,2500.219,10804.084,100,400.006,0
GCB Scoria ol6,155151,1700.101,13738545,30131.744,1932646.7,2100.154,1200.05,3700.479,4700.773,2400.202,50689.772,1397038,1692671.1,145840.65,676340.02,1100.042,12305.297,300.003,0,100
GCB Scoria ol6,155501,500.009,15079545,34341.227,1987458.3,2700.255,900.028,3900.532,3300.381,2100.154,50087.653,1226264.5,1889052.4,155340,716845.14,1200.05,10203.643,500.009,100,100
GCB Scoria ol6,155891,1700.101,14185545,31735.21,1905997.3,2400.202,1400.069,5100.911,6901.667,1400.069,46876.784,1322179.3,1788003.6,160698.79,706025.81,1700.101,10203.643,100,200.001,0
GCB Scoria ol6,156280,900.028,14856045,30733.023,1992492.6,1900.126,900.028,5100.911,5401.021,2300.185,49886.953,1258603.6,1812750.5,155441.09,695739.11,1400.069,12505.471,0,100,0
GCB Scoria ol6,156670,1000.035,13962045,30532.594,1959913.7,2100.154,800.022,5100.911,3900.532,1400.069,44870.357,1397038,1788003.6,149073.77,680008.15,1700.101,10503.86,100,0,0
GCB Scoria ol6,157060,1200.05,14185545,34842.438,1967223.6,2400.202,1100.042,4100.588,4200.618,3200.358,52395.911,1397038,1856013.1,148669.59,662095.47,1300.059,10503.86,0,100,0
GCB Scoria ol6,157451,900.028,13738545,32637.239,1886324.8,2700.255,1400.069,4900.841,6201.346,1700.101,42162.126,1397038,1816709.2,152004.41,701721.31,1400.069,9102.899,300.003,100,0
GCB Scoria ol6,157840,700.017,14185545,30933.455,1970308.5,2900.294,700.017,4200.618,3800.506,1900.126,43365.721,1218870.1,1881693,154834.56,659373.83,2200.169,10403.787,0,0,300.003
GCB Scoria ol6,158191,1100.042,14632545,30632.808,2144008,3100.336,600.013,4700.773,5300.983,2100.154,42463.015,1302487.8,1790036.1,158170.81,765051.39,900.028,10503.86,200.001,100,100
GCB Scoria ol6,158580,1400.069,14632545,34441.468,1892576.3,1300.059,900.028,4000.56,5300.983,2400.202,46776.456,1259148.7,1843202.7,148366.46,690493.58,1100.042,12205.212,0,0,0
GCB Scoria ol6,158970,700.017,13962045,29630.697,1931164.9,1700.101,1100.042,4800.806,5200.947,2300.185,46676.129,1313096.1,1800880.5,143315.29,690493.58,1100.042,9002.836,100,100,0
GCB Scoria ol6,159360,900.028,14856045,33238.623,1987343.9,2000.14,900.028,6901.667,4400.678,1400.069,45171.303,1397038,1766115.3,140386.42,664608.21,1200.05,8002.241,100,0,0
GCB Scoria ol6,159750,700.017,14185545,33238.623,1878031.3,2000.14,1200.05,4700.773,4400.678,2500.219,46074.179,1397038,1884506.7,138063.95,689234.93,1100.042,10303.714,200.001,0,0
GCB Scoria ol6,160140,600.013,15079545,34541.709,1979224,1900.126,1000.035,5501.059,3900.532,1900.126,48682.809,1397038,1845129.2,157058.64,682523.97,1200.05,9903.432,300.003,0,0
GCB Scoria ol6,160530,1200.05,14632545,36446.433,1916697,2800.274,600.013,3800.506,4000.56,2600.237,49987.303,1252173.8,1848416.2,141699.29,684830.51,900.028,10603.934,300.003,0,0
GCB Scoria ol6,160880,700.017,14856045,33940.27,1969165.9,2400.202,800.022,3900.532,4100.588,2500.219,48682.809,1397038,1867812.7,140891.35,680532.24,1700.101,9703.294,100,0,100
GCB Scoria ol6,161270,400.006,13962045,32637.239,1871445.2,2600.237,1200.05,5200.947,5801.178,2900.294,49686.255,1397038,1791955.9,151600.15,674034.82,1700.101,9503.16,300.003,0,0
GCB Scoria ol6,161659,1600.09,14409045,32236.33,1904518.1,2400.202,800.022,4800.806,4600.741,2700.255,46575.802,1397038,1799976.5,134934.26,664084.68,2500.219,10603.934,200.001,200.001,0
GCB Scoria ol6,162049,700.017,13962045,29029.465,1926036.9,3600.454,2000.14,4000.56,4600.741,1600.09,46876.784,1397038,1763522.4,137761.05,707600.95,1200.05,10704.009,700.017,0,0
GCB Scoria ol6,162439,800.022,14632545,35042.928,1892803.7,1600.09,800.022,3700.479,5601.098,2600.237,44067.865,1232356.7,1799750.5,153318.34,694480.01,1200.05,10203.643,100,0,200.001
GCB Scoria ol6,162829,1200.05,13962045,28829.06,1917949.6,3000.315,900.028,3200.358,5100.911,1800.113,47478.767,1397038,1834819.4,137155.26,707495.93,900.028,8602.589,0,0,300.003
GCB Scoria ol6,163219,1100.042,14185545,35844.914,1894850.2,3000.315,1500.079,5401.021,4300.647,1700.101,51592.996,1188895.2,1758450.6,148972.72,636887.33,1500.079,7501.969,100,0,200.001
GCB Scoria ol6,163569,800.022,14185545,38953.035,1920113.4,2000.14,1600.09,6001.26,5200.947,2700.255,49284.869,1339375.9,1857827.8,149073.77,690074.02,1300.059,9503.16,0,200.001,100
GCB Scoria ol6,163959,900.028,14409045,32537.011,1911118.5,500.009,1200.05,4900.841,4300.647,3000.315,44770.043,1397038,1816596.1,150084.27,659373.83,1200.05,9603.227,200.001,0,100
GCB Scoria ol6,164349,1100.042,13962045,31133.889,1898034.2,1900.126,1000.035,3400.405,5200.947,2200.169,46977.113,1276054.5,1740656.3,144527.41,688081.26,700.017,10704.009,100,0,100
GCB Scoria ol6,164739,900.028,14409045,30532.594,1830403.1,1700.101,1800.113,3400.405,4400.678,2800.274,49987.303,1229854.2,1788342.3,148063.34,681475.66,1200.05,12005.042,0,0,0
GCB Scoria ol6,165129,1200.05,14409045,33739.796,2010125.6,1500.079,1000.035,4600.741,3800.506,3300.381,48482.129,1348255.8,1819650.7,161811.24,783829.42,1600.09,11104.314,0,400.006,0
GCB Scoria ol6,165519,1800.113,14632545,35143.173,1961398.3,2100.154,1200.05,3300.381,4300.647,2100.154,54403.394,1216804.6,1791730,152004.41,710856.76,1400.069,8402.47,300.003,0,100
GCB Scoria ol6,165868,900.028,14185545,34140.747,1925239.4,2500.219,1400.069,2600.237,6201.346,2700.255,44569.417,1273762.9,1868834.3,141194.32,712222.32,1300.059,8602.589,0,200.001,300.003
GCB Scoria ol6,166259,1300.059,14632545,39153.582,1950781.3,1500.079,800.022,4500.709,4200.618,1600.09,44368.794,1333678,1834139.9,154025.89,668063.92,2000.14,8602.589,100,0,200.001
GCB Scoria ol6,166648,700.017,14856045,33639.56,1926264.8,2900.294,1400.069,5200.947,3200.358,2100.154,44870.357,1239648.9,1815238.7,129685.99,674558.7,1100.042,9002.836,200.001,500.009,0
GCB Scoria ol6,167038,400.006,14409045,36646.945,1877577,3100.336,900.028,3300.381,4900.841,2600.237,45271.62,1275618,1857260.7,155643.28,670158.7,1700.101,9603.227,100,100,0
GCB Scoria ol6,167428,500.009,13962045,33639.56,1907362.8,1900.126,1200.05,4300.647,4600.741,2100.154,47980.439,1226373.2,1794553.6,155946.56,693850.5,1900.126,10603.934,0,0,200.001
GCB Scoria ol6,167818,600.013,14185545,30231.955,2016771.8,2400.202,1000.035,4100.588,4400.678,1900.126,47478.767,1224741.8,1736829.9,159384.18,701721.31,1800.113,8502.53,100,0,100
GCB Scoria ol6,168208,1200.05,14409045,33639.56,1907476.6,1900.126,1700.101,4100.588,4500.709,3100.336,43666.635,1245964.5,1795344.3,142507.26,681370.83,1400.069,8902.773,300.003,0,0
GCB Scoria ol6,168559,700.017,14185545,35443.915,1829270.9,1600.09,1200.05,3600.454,3900.532,1700.101,43967.556,1226917.1,1715464.8,145739.63,658327.17,1800.113,12005.042,100,0,0
GCB Scoria ol6,168948,600.013,14856045,35042.928,1900195.2,2300.185,1400.069,4900.841,4300.647,2300.185,44669.729,1259693.7,1829270.9,143921.33,671834.73,1300.059,11004.237,200.001,200.001,0
GCB Scoria ol6,169338,800.022,15079545,35042.928,1873716,2900.294,1100.042,3400.405,4000.56,1800.113,47880.103,1272126.3,1844449.2,159990.91,660943.94,1100.042,10403.787,0,0,200.001
GCB Scoria ol6,169728,1200.05,13962045,34341.227,1953748.7,2400.202,1700.101,3700.479,3400.405,2400.202,48783.151,1255660.8,1764086,149275.86,716004.52,1700.101,8402.47,100,0,300.003
GCB Scoria ol6,170118,500.009,14185545,33539.325,2144008,2300.185,1200.05,4600.741,5300.983,2100.154,54503.775,1397038,1717824.7,151600.15,669320.75,1000.035,11104.314,0,0,0
GCB Scoria ol6,170508,1400.069,13962045,34140.747,1877463.5,2400.202,900.028,4100.588,5100.911,1700.101,41660.658,1229636.7,1830289.9,148972.72,703086.02,1500.079,11504.631,0,100,0
GCB Scoria ol6,170897,600.013,14185545,33639.56,1832214.8,1600.09,1000.035,4000.56,5300.983,2700.255,49987.303,1397038,1785971.4,143416.29,670787.19,2200.169,11504.631,500.009,0,100
GCB Scoria ol6,171248,700.017,14409045,33739.796,1940171.6,1600.09,1100.042,5000.875,5801.178,1300.059,42262.422,1351875,1886779.4,143820.32,729249.94,900.028,8902.773,200.001,100,0
GCB Scoria ol6,171638,800.022,15079545,34040.508,1937320.8,1900.126,1100.042,4700.773,5200.947,1600.09,45873.535,1255442.8,1858168.1,147659.19,651421.15,1300.059,9803.363,100,100,0
GCB Scoria ol6,172027,700.017,13962045,32837.698,1884847.6,1900.126,1000.035,5100.911,3800.506,1200.05,46475.476,1204961.2,1745609.6,153015.11,693430.84,900.028,10804.084,200.001,0,400.006
GCB Scoria ol6,172417,900.028,14409045,35744.663,2038449.5,2900.294,1400.069,3800.506,4100.588,2200.169,49686.255,1338718.4,1805853.5,153621.57,709071.22,1400.069,11204.392,100,0,0
GCB Scoria ol6,172807,600.013,13962045,34240.986,1989517.6,2200.169,900.028,3800.506,3500.429,3000.315,48883.493,1397038,1859869.7,149882.16,692906.29,1600.09,10804.084,600.013,0,0
GCB Scoria ol6,173197,1500.079,14409045,32537.011,1874397.3,3100.336,0,4900.841,5300.983,2600.237,46676.129,1284896.8,1881693,142103.27,660211.2,2000.14,12705.648,100,0,0
GCB Scoria ol6,173587,1500.079,14409045,32336.556,1909638.9,1000.035,1000.035,3300.381,4500.709,2300.185,43867.248,1269835.3,1752704.6,141295.31,673720.5,1200.05,9703.294,700.017,0,100
GCB Scoria ol6,173937,1200.05,14632545,33840.033,1905997.3,2600.237,1100.042,3800.506,4300.647,2200.169,45773.214,1241390.9,1900536.5,149579.01,662409.54,1900.126,9903.432,0,0,200.001
GCB Scoria ol6,174327,1000.035,14185545,37148.237,1918291.2,1600.09,800.022,5401.021,3200.358,3600.454,48983.836,1269726.2,1836065.3,148265.42,701826.29,1400.069,9303.028,100,0,100
GCB Scoria ol6,174717,1400.069,14409045,36847.46,1907590.4,1600.09,800.022,3200.358,4000.56,2500.219,50890.483,1397038,1826780.4,154935.65,727357,1900.126,8802.711,0,200.001,300.003
GCB Scoria ol6,175107,1300.059,14632545,37749.811,2088689.9,2400.202,600.013,3700.479,4900.841,2400.202,50790.127,1397038,1796135.1,142608.26,749983.07,1000.035,10804.084,0,0,0
GCB Scoria ol6,175497,1100.042,14632545,35844.914,1884733.9,1600.09,1400.069,4500.709,5300.983,2500.219,48181.113,1269617.1,1738067.8,143214.28,678750.4,2500.219,8902.773,300.003,0,0
GCB Scoria ol6,175887,800.022,14856045,34842.438,1901219,2200.169,1100.042,4500.709,4200.618,2600.237,47779.768,1397038,1852611,147052.98,698047.74,2500.219,9102.899,200.001,0,200.001
GCB Scoria ol6,176236,700.017,14632545,38150.874,1954205.3,1700.101,900.028,4600.741,6301.39,1900.126,43466.025,1397038,1858281.5,145335.54,651421.15,800.022,8202.354,200.001,100,0
GCB Scoria ol6,176627,700.017,14632545,34742.194,1908500.8,2000.14,1500.079,3400.405,5901.219,2700.255,44268.483,1207568.1,1872012.9,148265.42,674768.25,1200.05,7702.076,100,0,300.003
GCB Scoria ol6,177016,800.022,14409045,37248.498,1947814.4,2000.14,900.028,3500.429,4400.678,3600.454,49987.303,1252936.5,1810488.8,160294.28,709701.39,1400.069,11004.237,300.003,100,100
GCB Scoria ol6,177406,1000.035,13962045,37449.021,2085811.3,3000.315,1000.035,5401.021,4700.773,2100.154,47478.767,1263945.8,1868720.8,146244.75,687347.16,800.022,9703.294,300.003,100,0
GCB Scoria ol6,177796,1200.05,14185545,33439.09,1884847.6,2200.169,700.017,4700.773,4100.588,2300.185,50990.84,1397038,1762620.6,151296.96,682628.8,1800.113,11204.392,0,200.001,500.009
GCB Scoria ol6,178186,900.028,13962045,34240.986,1856013.1,1100.042,300.003,3500.429,4300.647,2600.237,48281.451,1269617.1,1826667.2,149477.96,642636.39,1700.101,11204.392,200.001,0,300.003
GCB Scoria ol6,178576,900.028,14632545,34641.951,1883711.3,2100.154,1300.059,5000.875,5300.983,2800.274,49786.604,1319442.8,1826440.8,155340,692486.66,1700.101,11104.314,0,200.001,200.001
GCB Scoria ol6,178926,400.006,15526545,33338.856,1983569.4,1500.079,900.028,5701.137,4500.709,1400.069,51191.556,1212348.7,2011958.7,141800.28,699517.06,900.028,9403.094,200.001,0,0
